Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0046474	0.227420621	1.249066002	13.90311419	17	196	glycerophospholipid biosynthetic process	0.726946843	"ENSG00000087053,ENSG00000102678,ENSG00000105559,ENSG00000105647,ENSG00000110721,ENSG00000119227,ENSG00000130304,ENSG00000133056,ENSG00000145337,ENSG00000148985,ENSG00000155189,ENSG00000156471,ENSG00000160867,ENSG00000162344,ENSG00000163629,ENSG00000169499,ENSG00000197121,ENSG00000255072,ENSG00000268173"	"MTMR2,FGF9,PLEKHA4,PIK3R2,CHKA,PIGZ,SLC27A1,PIK3C2B,PYURF,PGAP2,AGPAT5,PTDSS1,FGFR4,FGF19,PTPN13,PLEKHA2,PGAP1,PIGY,PIK3R2"
D	GO:0016458	0.228030703	1.239584285	14.82525952	18	209	gene silencing	0.726946843	"ENSG00000030066,ENSG00000058804,ENSG00000069248,ENSG00000092847,ENSG00000100084,ENSG00000113569,ENSG00000116918,ENSG00000124571,ENSG00000125378,ENSG00000138750,ENSG00000144231,ENSG00000153147,ENSG00000160710,ENSG00000163002,ENSG00000178409,ENSG00000180228,ENSG00000182973,ENSG00000266074"	"NUP160,NDC1,NUP133,AGO1,HIRA,NUP155,TSNAX,XPO5,BMP4,NUP54,POLR2D,SMARCA5,ADAR,NUP35,BEND3,PRKRA,CNOT10,BAHCC1"
D	GO:0009416	0.228396845	1.231238046	15.74740484	19	222	response to light stimulus	0.726946843	"ENSG00000048028,ENSG00000064545,ENSG00000075131,ENSG00000095002,ENSG00000104884,ENSG00000109255,ENSG00000111142,ENSG00000115738,ENSG00000116062,ENSG00000131771,ENSG00000132646,ENSG00000134001,ENSG00000141030,ENSG00000143799,ENSG00000144061,ENSG00000164024,ENSG00000175054,ENSG00000181163,ENSG00000188976"	"USP28,TMEM161A,TIPIN,MSH2,ERCC2,NMU,METAP2,ID2,MSH6,PPP1R1B,PCNA,EIF2S1,COPS3,PARP1,NPHP1,METAP1,ATR,NPM1,NOC2L"
D	GO:0046488	0.230560592	1.278122415	11.20761246	14	158	phosphatidylinositol metabolic process	0.726946843	"ENSG00000087053,ENSG00000102678,ENSG00000105559,ENSG00000105647,ENSG00000119227,ENSG00000130304,ENSG00000133056,ENSG00000145337,ENSG00000148985,ENSG00000160867,ENSG00000162344,ENSG00000163629,ENSG00000169499,ENSG00000197121,ENSG00000255072,ENSG00000268173"	"MTMR2,FGF9,PLEKHA4,PIK3R2,PIGZ,SLC27A1,PIK3C2B,PYURF,PGAP2,FGFR4,FGF19,PTPN13,PLEKHA2,PGAP1,PIGY,PIK3R2"
D	GO:0046883	0.230560592	1.278122415	11.20761246	14	158	regulation of hormone secretion	0.726946843	"ENSG00000064115,ENSG00000083720,ENSG00000109255,ENSG00000110090,ENSG00000115687,ENSG00000118418,ENSG00000123836,ENSG00000138796,ENSG00000147642,ENSG00000152556,ENSG00000155380,ENSG00000163083,ENSG00000164182,ENSG00000198216"	"TM7SF3,OXCT1,NMU,CPT1A,PASK,HMGN3,PFKFB2,HADH,SYBU,PFKM,SLC16A1,INHBB,NDUFAF2,CACNA1E"
D	GO:0000280	0.230734818	1.184867591	23.19550173	27	327	nuclear division	0.726946843	"ENSG00000020922,ENSG00000053900,ENSG00000058804,ENSG00000072864,ENSG00000080986,ENSG00000089053,ENSG00000095002,ENSG00000100084,ENSG00000100814,ENSG00000101144,ENSG00000102096,ENSG00000107949,ENSG00000117650,ENSG00000125378,ENSG00000132436,ENSG00000138160,ENSG00000151503,ENSG00000153107,ENSG00000156970,ENSG00000164109,ENSG00000166851,ENSG00000167513,ENSG00000175305,ENSG00000177602,ENSG00000180198,ENSG00000198824,ENSG00000254093"	"MRE11A,ANAPC4,NDC1,NDE1,NDC80,ANAPC5,MSH2,HIRA,CCNB1IP1,BMP7,PIM2,BCCIP,NEK2,BMP4,FIGNL1,KIF11,NCAPD3,ANAPC1,BUB1B,MAD2L1,PLK1,CDT1,CCNE2,GSG2,RCC1,CHAMP1,PINX1"
D	GO:0043067	0.231865226	1.096697105	81.50346021	88	1149	regulation of programmed cell death	0.726946843	"ENSG00000009709,ENSG00000012048,ENSG00000015475,ENSG00000020426,ENSG00000020922,ENSG00000026103,ENSG00000035681,ENSG00000064115,ENSG00000064545,ENSG00000064703,ENSG00000070018,ENSG00000073536,ENSG00000076248,ENSG00000079387,ENSG00000085276,ENSG00000090447,ENSG00000091583,ENSG00000095002,ENSG00000100216,ENSG00000100600,ENSG00000100625,ENSG00000100823,ENSG00000101144,ENSG00000101188,ENSG00000102096,ENSG00000102967,ENSG00000104290,ENSG00000107485,ENSG00000108179,ENSG00000108561,ENSG00000108984,ENSG00000109819,ENSG00000109861,ENSG00000109919,ENSG00000114126,ENSG00000115415,ENSG00000117862,ENSG00000119335,ENSG00000124802,ENSG00000125378,ENSG00000126602,ENSG00000127084,ENSG00000127152,ENSG00000131238,ENSG00000132382,ENSG00000132436,ENSG00000134001,ENSG00000134243,ENSG00000135250,ENSG00000135446,ENSG00000137713,ENSG00000138061,ENSG00000142856,ENSG00000142864,ENSG00000143382,ENSG00000143401,ENSG00000143674,ENSG00000143799,ENSG00000144381,ENSG00000145604,ENSG00000148985,ENSG00000153291,ENSG00000156502,ENSG00000160049,ENSG00000160208,ENSG00000160710,ENSG00000160867,ENSG00000163083,ENSG00000163947,ENSG00000164109,ENSG00000165060,ENSG00000165490,ENSG00000165672,ENSG00000166681,ENSG00000166851,ENSG00000168395,ENSG00000170542,ENSG00000171056,ENSG00000172819,ENSG00000180228,ENSG00000181163,ENSG00000182580,ENSG00000185361,ENSG00000188761,ENSG00000188976,ENSG00000196139,ENSG00000253729,ENSG00000266094"	"PAX7,BRCA1,BID,MNAT1,MRE11A,FAS,NSMAF,TM7SF3,TMEM161A,DDX20,LRP6,NLE1,UNG,SENP1,MECOM,TFAP4,APOH,MSH2,TOMM22,LGMN,SIX4,APEX1,BMP7,NTSR1,PIM2,DHODH,FZD3,GATA3,PPIF,C1QBP,MAP2K6,PPARGC1A,CTSC,MTCH2,TFDP2,STAT1,TXNDC12,SET,EEF1E1,BMP4,TRAP1,FGD3,BCL11B,PPT1,MYBBP1A,FIGNL1,EIF2S1,SORT1,SRPK2,CDK4,PPP2R1B,CYP1B1,ITGB3BP,SERBP1,ADAMTSL4,ANP32E,,PARP1,HSPD1,SKP2,PGAP2,SLC25A27,SUPV3L1,DFFA,RRP1B,ADAR,FGFR4,INHBB,ARHGEF3,MAD2L1,FXN,DDIAS,PRDX3,NGFRAP1,PLK1,ING5,SERPINB9,SOX7,RARG,PRKRA,NPM1,EPHB3,TNFAIP8L1,BCL2L15,NOC2L,AKR1C3,PRKDC,RASSF5"
D	GO:0030073	0.233788301	1.303371246	9.434256055	12	133	insulin secretion	0.726946843	"ENSG00000064115,ENSG00000083720,ENSG00000110090,ENSG00000118418,ENSG00000123836,ENSG00000138796,ENSG00000147642,ENSG00000152556,ENSG00000155380,ENSG00000163083,ENSG00000164182,ENSG00000198216"	"TM7SF3,OXCT1,CPT1A,HMGN3,PFKFB2,HADH,SYBU,PFKM,SLC16A1,INHBB,NDUFAF2,CACNA1E"
D	GO:0002832	0.234294211	1.693390259	2.482698962	4	35	negative regulation of response to biotic stimulus	0.726946843	"ENSG00000101695,ENSG00000108561,ENSG00000149476,ENSG00000166033"	"RNF125,C1QBP,DAK,HTRA1"
D	GO:0009409	0.234294211	1.693390259	2.482698962	4	35	response to cold	0.726946843	"ENSG00000109819,ENSG00000130304,ENSG00000144381,ENSG00000153291"	"PPARGC1A,SLC27A1,HSPD1,SLC25A27"
D	GO:0030574	0.234294211	1.693390259	2.482698962	4	35	collagen catabolic process	0.726946843	"ENSG00000099953,ENSG00000137673,ENSG00000137745,ENSG00000197467"	"MMP11,MMP7,MMP13,COL13A1"
D	GO:0033146	0.234294211	1.693390259	2.482698962	4	35	regulation of intracellular estrogen receptor signaling pathway	0.726946843	"ENSG00000012048,ENSG00000143799,ENSG00000145604,ENSG00000168301"	"BRCA1,PARP1,SKP2,KCTD6"
D	GO:1904358	0.234294211	1.693390259	2.482698962	4	35	positive regulation of telomere maintenance via telomere lengthening	0.726946843	"ENSG00000117650,ENSG00000130826,ENSG00000166226,ENSG00000175054"	"NEK2,DKC1,CCT2,ATR"
D	GO:2000378	0.234294211	1.693390259	2.482698962	4	35	negative regulation of reactive oxygen species metabolic process	0.726946843	"ENSG00000012048,ENSG00000088247,ENSG00000105852,ENSG00000126602"	"BRCA1,KHSRP,PON3,TRAP1"
D	GO:0002098	0.234348171	2.384752167	0.922145329	2	13	tRNA wobble uridine modification	0.726946843	"ENSG00000070061,ENSG00000134759"	"IKBKAP,ELP2"
D	GO:0006000	0.234348171	2.384752167	0.922145329	2	13	fructose metabolic process	0.726946843	"ENSG00000123836,ENSG00000149476"	"PFKFB2,DAK"
D	GO:0006004	0.234348171	2.384752167	0.922145329	2	13	fucose metabolic process	0.726946843	"ENSG00000001036,ENSG00000101346"	"FUCA2,POFUT1"
D	GO:0006047	0.234348171	2.384752167	0.922145329	2	13	UDP-N-acetylglucosamine metabolic process	0.726946843	"ENSG00000172269,ENSG00000197355"	"DPAGT1,UAP1L1"
D	GO:0006067	0.234348171	2.384752167	0.922145329	2	13	ethanol metabolic process	0.726946843	"ENSG00000132746,ENSG00000137124"	"ALDH3B2,ALDH1B1"
D	GO:0006750	0.234348171	2.384752167	0.922145329	2	13	glutathione biosynthetic process	0.726946843	"ENSG00000006625,ENSG00000085871"	"GGCT,MGST2"
D	GO:0006817	0.234348171	2.384752167	0.922145329	2	13	phosphate ion transport	0.726946843	"ENSG00000154122,ENSG00000183048"	"ANKH,SLC25A10"
D	GO:0009208	0.234348171	2.384752167	0.922145329	2	13	pyrimidine ribonucleoside triphosphate metabolic process	0.726946843	"ENSG00000084774,ENSG00000143179"	"CAD,UCK2"
D	GO:0009313	0.234348171	2.384752167	0.922145329	2	13	oligosaccharide catabolic process	0.726946843	"ENSG00000109323,ENSG00000162139"	"MANBA,NEU3"
D	GO:0016056	0.234348171	2.384752167	0.922145329	2	13	rhodopsin mediated signaling pathway	0.726946843	"ENSG00000111142,ENSG00000164024"	"METAP2,METAP1"
D	GO:0016553	0.234348171	2.384752167	0.922145329	2	13	base conversion or substitution editing	0.726946843	"ENSG00000160710,ENSG00000189007"	"ADAR,ADAT2"
D	GO:0019321	0.234348171	2.384752167	0.922145329	2	13	pentose metabolic process	0.726946843	"ENSG00000093217,ENSG00000153574"	"XYLB,RPIA"
D	GO:0019373	0.234348171	2.384752167	0.922145329	2	13	epoxygenase P450 pathway	0.726946843	"ENSG00000134716,ENSG00000138061"	"CYP2J2,CYP1B1"
D	GO:0021772	0.234348171	2.384752167	0.922145329	2	13	olfactory bulb development	0.726946843	"ENSG00000103494,ENSG00000115738"	"RPGRIP1L,ID2"
D	GO:0030214	0.234348171	2.384752167	0.922145329	2	13	hyaluronan catabolic process	0.726946843	"ENSG00000072571,ENSG00000103888"	"HMMR,CEMIP"
D	GO:0031998	0.234348171	2.384752167	0.922145329	2	13	regulation of fatty acid beta-oxidation	0.726946843	"ENSG00000110090,ENSG00000156521"	"CPT1A,TYSND1"
D	GO:0035372	0.234348171	2.384752167	0.922145329	2	13	protein localization to microtubule	0.726946843	"ENSG00000101871,ENSG00000198824,ENSG00000234129"	"MID1,CHAMP1,"
D	GO:0036066	0.234348171	2.384752167	0.922145329	2	13	protein O-linked fucosylation	0.726946843	"ENSG00000101346,ENSG00000143382"	"POFUT1,ADAMTSL4"
D	GO:0036295	0.234348171	2.384752167	0.922145329	2	13	cellular response to increased oxygen levels	0.726946843	"ENSG00000026103,ENSG00000088305"	"FAS,DNMT3B"
D	GO:0042448	0.234348171	2.384752167	0.922145329	2	13	progesterone metabolic process	0.726946843	"ENSG00000109819,ENSG00000196139"	"PPARGC1A,AKR1C3"
D	GO:0042730	0.234348171	2.384752167	0.922145329	2	13	fibrinolysis	0.726946843	"ENSG00000091583,ENSG00000184500"	"APOH,PROS1"
D	GO:0042790	0.234348171	2.384752167	0.922145329	2	13	nucleolar large rRNA transcription by RNA polymerase I	0.726946843	"ENSG00000013573,ENSG00000115053"	"DDX11,NCL"
D	GO:0043090	0.234348171	2.384752167	0.922145329	2	13	amino acid import	0.726946843	"ENSG00000003989,ENSG00000101188"	"SLC7A2,NTSR1"
D	GO:0043247	0.234348171	2.384752167	0.922145329	2	13	telomere maintenance in response to DNA damage	0.726946843	"ENSG00000100823,ENSG00000118655"	"APEX1,DCLRE1B"
D	GO:0046459	0.234348171	2.384752167	0.922145329	2	13	short-chain fatty acid metabolic process	0.726946843	"ENSG00000114054,ENSG00000151093"	"PCCB,OXSM"
D	GO:0048711	0.234348171	2.384752167	0.922145329	2	13	positive regulation of astrocyte differentiation	0.726946843	"ENSG00000110107,ENSG00000115738"	"PRPF19,ID2"
D	GO:0070525	0.234348171	2.384752167	0.922145329	2	13	tRNA threonylcarbamoyladenosine metabolic process	0.726946843	"ENSG00000126814,ENSG00000128694"	"TRMT5,OSGEPL1"
D	GO:0072160	0.234348171	2.384752167	0.922145329	2	13	nephron tubule epithelial cell differentiation	0.726946843	"ENSG00000107485,ENSG00000115415"	"GATA3,STAT1"
D	GO:0072425	0.234348171	2.384752167	0.922145329	2	13	signal transduction involved in G2 DNA damage checkpoint	0.726946843	"ENSG00000012048,ENSG00000166851"	"BRCA1,PLK1"
D	GO:0090151	0.234348171	2.384752167	0.922145329	2	13	establishment of protein localization to mitochondrial membrane	0.726946843	"ENSG00000100216,ENSG00000100575"	"TOMM22,TIMM9"
D	GO:0090201	0.234348171	2.384752167	0.922145329	2	13	negative regulation of release of cytochrome c from mitochondria	0.726946843	"ENSG00000108179,ENSG00000165060"	"PPIF,FXN"
D	GO:0097067	0.234348171	2.384752167	0.922145329	2	13	cellular response to thyroid hormone stimulus	0.726946843	"ENSG00000109819,ENSG00000185340"	"PPARGC1A,GAS2L1"
D	GO:0006959	0.234416235	1.400985222	5.887543253	8	83	humoral immune response	0.726946843	"ENSG00000090382,ENSG00000106804,ENSG00000107485,ENSG00000108561,ENSG00000110169,ENSG00000166278,ENSG00000184500,ENSG00000205403"	"LYZ,C5,GATA3,C1QBP,HPX,C2,PROS1,CFI"
D	GO:0007272	0.234416235	1.400985222	5.887543253	8	83	ensheathment of neurons	0.726946843	"ENSG00000087053,ENSG00000088812,ENSG00000104884,ENSG00000123560,ENSG00000132970,ENSG00000166886,ENSG00000172819,ENSG00000181754"	"MTMR2,ATRN,ERCC2,PLP1,WASF3,NAB2,RARG,AMIGO1"
D	GO:0008366	0.234416235	1.400985222	5.887543253	8	83	axon ensheathment	0.726946843	"ENSG00000087053,ENSG00000088812,ENSG00000104884,ENSG00000123560,ENSG00000132970,ENSG00000166886,ENSG00000172819,ENSG00000181754"	"MTMR2,ATRN,ERCC2,PLP1,WASF3,NAB2,RARG,AMIGO1"
D	GO:0032606	0.235531897	1.34063996	7.660899654	10	108	type I interferon production	0.726946843	"ENSG00000005100,ENSG00000020922,ENSG00000101695,ENSG00000115415,ENSG00000138646,ENSG00000140853,ENSG00000144381,ENSG00000165025,ENSG00000171453,ENSG00000253729"	"DHX33,MRE11A,RNF125,STAT1,HERC5,NLRC5,HSPD1,SYK,POLR1C,PRKDC"
D	GO:0032410	0.23865403	1.56266433	3.333910035	5	47	negative regulation of transporter activity	0.726946843	"ENSG00000108179,ENSG00000170379,ENSG00000171873,ENSG00000175538,ENSG00000213366"	"PPIF,TCAF2,ADRA1D,KCNE3,GSTM2"
D	GO:0046058	0.23865403	1.56266433	3.333910035	5	47	cAMP metabolic process	0.726946843	"ENSG00000112186,ENSG00000138031,ENSG00000143147,ENSG00000171873,ENSG00000205268"	"CAP2,ADCY3,GPR161,ADRA1D,PDE7A"
D	GO:0050871	0.23865403	1.56266433	3.333910035	5	47	positive regulation of B cell activation	0.726946843	"ENSG00000076248,ENSG00000095002,ENSG00000116062,ENSG00000157212,ENSG00000165025"	"UNG,MSH2,MSH6,PAXIP1,SYK"
D	GO:1904063	0.23865403	1.56266433	3.333910035	5	47	negative regulation of cation transmembrane transport	0.726946843	"ENSG00000101188,ENSG00000108179,ENSG00000171873,ENSG00000175538,ENSG00000213366"	"NTSR1,PPIF,ADRA1D,KCNE3,GSTM2"
D	GO:0010522	0.239000231	1.486301052	4.185121107	6	59	regulation of calcium ion transport into cytosol	0.726946843	"ENSG00000083454,ENSG00000101188,ENSG00000103888,ENSG00000104369,ENSG00000149596,ENSG00000213366"	"P2RX5,NTSR1,CEMIP,JPH1,JPH2,GSTM2"
D	GO:0050688	0.239000231	1.486301052	4.185121107	6	59	regulation of defense response to virus	0.726946843	"ENSG00000101695,ENSG00000108561,ENSG00000115415,ENSG00000138646,ENSG00000149476,ENSG00000166033"	"RNF125,C1QBP,STAT1,HERC5,DAK,HTRA1"
D	GO:0048562	0.239552003	1.244782007	13.12283737	16	185	embryonic organ morphogenesis	0.726946843	"ENSG00000005073,ENSG00000065320,ENSG00000070018,ENSG00000100625,ENSG00000100714,ENSG00000101144,ENSG00000102678,ENSG00000104290,ENSG00000107485,ENSG00000112320,ENSG00000115738,ENSG00000125378,ENSG00000125850,ENSG00000172819,ENSG00000179981,ENSG00000180228"	"HOXA11,NTN1,LRP6,SIX4,MTHFD1,BMP7,FGF9,FZD3,GATA3,SOBP,ID2,BMP4,OVOL2,RARG,TSHZ1,PRKRA"
D	GO:0007049	0.240057564	1.08071949	111.8633218	119	1577	cell cycle	0.726946843	"ENSG00000011523,ENSG00000012048,ENSG00000013573,ENSG00000015475,ENSG00000020426,ENSG00000020922,ENSG00000030066,ENSG00000044459,ENSG00000048028,ENSG00000053900,ENSG00000058804,ENSG00000069248,ENSG00000070018,ENSG00000072571,ENSG00000072864,ENSG00000073111,ENSG00000073536,ENSG00000075131,ENSG00000076003,ENSG00000077684,ENSG00000080839,ENSG00000080986,ENSG00000085276,ENSG00000089053,ENSG00000090447,ENSG00000095002,ENSG00000097046,ENSG00000100084,ENSG00000100490,ENSG00000100526,ENSG00000100814,ENSG00000100823,ENSG00000101003,ENSG00000101144,ENSG00000101868,ENSG00000102096,ENSG00000104147,ENSG00000104290,ENSG00000104884,ENSG00000105486,ENSG00000107485,ENSG00000107949,ENSG00000108984,ENSG00000112118,ENSG00000113569,ENSG00000114107,ENSG00000114126,ENSG00000115738,ENSG00000116062,ENSG00000117155,ENSG00000117650,ENSG00000118655,ENSG00000122565,ENSG00000123219,ENSG00000125378,ENSG00000126249,ENSG00000128059,ENSG00000132382,ENSG00000132436,ENSG00000132646,ENSG00000132819,ENSG00000133026,ENSG00000133739,ENSG00000134072,ENSG00000135250,ENSG00000135446,ENSG00000135913,ENSG00000136104,ENSG00000137177,ENSG00000138160,ENSG00000138175,ENSG00000138346,ENSG00000138587,ENSG00000138646,ENSG00000138750,ENSG00000140854,ENSG00000141556,ENSG00000142856,ENSG00000145604,ENSG00000148019,ENSG00000149474,ENSG00000151503,ENSG00000152455,ENSG00000153107,ENSG00000153207,ENSG00000154640,ENSG00000155380,ENSG00000156876,ENSG00000156970,ENSG00000157212,ENSG00000159259,ENSG00000161010,ENSG00000163002,ENSG00000164109,ENSG00000165490,ENSG00000165689,ENSG00000166197,ENSG00000166582,ENSG00000166851,ENSG00000167513,ENSG00000168646,ENSG00000175054,ENSG00000175305,ENSG00000175643,ENSG00000175792,ENSG00000177602,ENSG00000179051,ENSG00000180198,ENSG00000181163,ENSG00000182973,ENSG00000183814,ENSG00000184661,ENSG00000185340,ENSG00000186871,ENSG00000198056,ENSG00000198824,ENSG00000249115,ENSG00000253729,ENSG00000254093"	"CEP68,BRCA1,DDX11,BID,MNAT1,MRE11A,NUP160,CNTLN,USP28,ANAPC4,NDC1,NUP133,LRP6,HMMR,NDE1,MCM2,NLE1,TIPIN,MCM6,JADE1,RBL1,NDC80,MECOM,ANAPC5,TFAP4,MSH2,CDC7,HIRA,CDKL1,CDKN3,CCNB1IP1,APEX1,GINS1,BMP7,POLA1,PIM2,OIP5,FZD3,ERCC2,LIG1,GATA3,BCCIP,MAP2K6,MCM3,NUP155,CEP70,TFDP2,ID2,MSH6,SSX2IP,NEK2,DCLRE1B,CBX3,CENPK,BMP4,PDCD2L,PPAT,MYBBP1A,FIGNL1,PCNA,RBM38,MYH10,LRRCC1,CAMK1,SRPK2,CDK4,USP37,RNASEH2B,KIF13A,KIF11,ARL3,DNA2,MNS1,HERC5,NUP54,KATNB1,TBCD,ITGB3BP,SKP2,CEP78,CSRP2BP,NCAPD3,SUV39H2,ANAPC1,AHCTF1,BTG3,SLC16A1,SASS6,BUB1B,PAXIP1,CHAF1B,C5orf45,NUP35,MAD2L1,DDIAS,SDCCAG3,NOLC1,CENPV,PLK1,CDT1,AXIN2,ATR,CCNE2,RMI2,RUVBL1,GSG2,RCC2,RCC1,NPM1,CNOT10,LIN9,CDCA2,GAS2L1,ERCC6L,PRIM1,CHAMP1,HAUS5,PRKDC,PINX1"
D	GO:0007224	0.240079515	1.358858795	6.809688581	9	96	smoothened signaling pathway	0.726946843	"ENSG00000048342,ENSG00000102678,ENSG00000103494,ENSG00000105948,ENSG00000125378,ENSG00000138175,ENSG00000143147,ENSG00000168301,ENSG00000204852"	"CC2D2A,FGF9,RPGRIP1L,TTC26,BMP4,ARL3,GPR161,KCTD6,TCTN1"
D	GO:0046939	0.240079515	1.358858795	6.809688581	9	96	nucleotide phosphorylation	0.726946843	"ENSG00000030066,ENSG00000058804,ENSG00000069248,ENSG00000109819,ENSG00000113569,ENSG00000123836,ENSG00000138750,ENSG00000152556,ENSG00000163002"	"NUP160,NDC1,NUP133,PPARGC1A,NUP155,PFKFB2,NUP54,PFKM,NUP35"
D	GO:0001937	0.240226248	1.87427872	1.702422145	3	24	negative regulation of endothelial cell proliferation	0.726946843	"ENSG00000091583,ENSG00000115415,ENSG00000152234"	"APOH,STAT1,ATP5A1"
D	GO:0014075	0.240226248	1.87427872	1.702422145	3	24	response to amine	0.726946843	"ENSG00000084774,ENSG00000131771,ENSG00000188690"	"CAD,PPP1R1B,UROS"
D	GO:0016180	0.240226248	1.87427872	1.702422145	3	24	snRNA processing	0.726946843	"ENSG00000077348,ENSG00000120699,ENSG00000130713"	"EXOSC5,EXOSC8,EXOSC2"
D	GO:0030225	0.240226248	1.87427872	1.702422145	3	24	macrophage differentiation	0.726946843	"ENSG00000115738,ENSG00000125378,ENSG00000143799"	"ID2,BMP4,PARP1"
D	GO:0031365	0.240226248	1.87427872	1.702422145	3	24	N-terminal protein amino acid modification	0.726946843	"ENSG00000111142,ENSG00000164024,ENSG00000172878"	"METAP2,METAP1,METAP1D"
D	GO:0039528	0.240226248	1.87427872	1.702422145	3	24	cytoplasmic pattern recognition receptor signaling pathway in response to virus	0.726946843	"ENSG00000101695,ENSG00000108561,ENSG00000149476"	"RNF125,C1QBP,DAK"
D	GO:0042220	0.240226248	1.87427872	1.702422145	3	24	response to cocaine	0.726946843	"ENSG00000088305,ENSG00000131771,ENSG00000171873"	"DNMT3B,PPP1R1B,ADRA1D"
D	GO:0042572	0.240226248	1.87427872	1.702422145	3	24	retinol metabolic process	0.726946843	"ENSG00000062282,ENSG00000138061,ENSG00000196139"	"DGAT2,CYP1B1,AKR1C3"
D	GO:0071353	0.240226248	1.87427872	1.702422145	3	24	cellular response to interleukin-4	0.726946843	"ENSG00000073111,ENSG00000107485,ENSG00000135446"	"MCM2,GATA3,CDK4"
D	GO:1903170	0.240226248	1.87427872	1.702422145	3	24	negative regulation of calcium ion transmembrane transport	0.726946843	"ENSG00000101188,ENSG00000171873,ENSG00000213366"	"NTSR1,ADRA1D,GSTM2"
D	GO:2001258	0.240226248	1.87427872	1.702422145	3	24	negative regulation of cation channel activity	0.726946843	"ENSG00000171873,ENSG00000175538,ENSG00000213366"	"ADRA1D,KCNE3,GSTM2"
D	GO:0009141	0.244112899	1.191367233	19.64878893	23	277	nucleoside triphosphate metabolic process	0.726946843	"ENSG00000015475,ENSG00000030066,ENSG00000058804,ENSG00000069248,ENSG00000084774,ENSG00000095002,ENSG00000101347,ENSG00000108179,ENSG00000109819,ENSG00000113569,ENSG00000123836,ENSG00000132436,ENSG00000138750,ENSG00000143179,ENSG00000143799,ENSG00000152234,ENSG00000152556,ENSG00000163002,ENSG00000165060,ENSG00000165283,ENSG00000167792,ENSG00000169021,ENSG00000178409"	"BID,NUP160,NDC1,NUP133,CAD,MSH2,SAMHD1,PPIF,PPARGC1A,NUP155,PFKFB2,FIGNL1,NUP54,UCK2,PARP1,ATP5A1,PFKM,NUP35,FXN,STOML2,NDUFV1,UQCRFS1,BEND3"
D	GO:0017148	0.246433861	1.228128036	14.11591696	17	199	negative regulation of translation	0.726946843	"ENSG00000030066,ENSG00000058804,ENSG00000069248,ENSG00000088247,ENSG00000092847,ENSG00000113569,ENSG00000115053,ENSG00000124571,ENSG00000125378,ENSG00000134001,ENSG00000138750,ENSG00000144231,ENSG00000160710,ENSG00000163002,ENSG00000176974,ENSG00000180228,ENSG00000182973"	"NUP160,NDC1,NUP133,KHSRP,AGO1,NUP155,NCL,XPO5,BMP4,EIF2S1,NUP54,POLR2D,ADAR,NUP35,SHMT1,PRKRA,CNOT10"
D	GO:0034249	0.246449649	1.220068386	15.03806228	18	212	negative regulation of cellular amide metabolic process	0.726946843	"ENSG00000030066,ENSG00000058804,ENSG00000064601,ENSG00000069248,ENSG00000088247,ENSG00000092847,ENSG00000113569,ENSG00000115053,ENSG00000124571,ENSG00000125378,ENSG00000134001,ENSG00000138750,ENSG00000144231,ENSG00000160710,ENSG00000163002,ENSG00000176974,ENSG00000180228,ENSG00000182973"	"NUP160,NDC1,CTSA,NUP133,KHSRP,AGO1,NUP155,NCL,XPO5,BMP4,EIF2S1,NUP54,POLR2D,ADAR,NUP35,SHMT1,PRKRA,CNOT10"
D	GO:0034504	0.246449649	1.220068386	15.03806228	18	212	protein localization to nucleus	0.726946843	"ENSG00000068654,ENSG00000069248,ENSG00000100625,ENSG00000101144,ENSG00000102678,ENSG00000113569,ENSG00000125378,ENSG00000138750,ENSG00000155393,ENSG00000163002,ENSG00000166226,ENSG00000166851,ENSG00000196139,ENSG00000196497,ENSG00000197498,ENSG00000198000,ENSG00000254093,ENSG00000266094"	"POLR1A,NUP133,SIX4,BMP7,FGF9,NUP155,BMP4,NUP54,HEATR3,NUP35,CCT2,PLK1,AKR1C3,IPO4,RPF2,NOL8,PINX1,RASSF5"
